#
# Table 3 (LMC avg) from Weingartner & Draine (2001)
#     ApJ 548:296
#
# R_v   10^5 bc    alpha_g    beta_g    a_tg    a_cg    C_g    alpha_s    beta_s    a_ts    C_s
#
--	0.0	-2.91	0.895	0.578	1.21	7.12e-17	-2.45	0.125	0.191	1.84e-14
--	1.0	-2.99	2.46	0.0980	0.641	3.51e-15	-2.49	0.345	0.184	1.78e-14
--	2.0	4.43	0.0	0.00322	0.285	9.57e-24	-2.70	2.18	0.198	7.29e-15
