#
# Table 3 (LMC2) from Weingartner & Draine (2001)
#     ApJ 548:296
#
# R_v   10^5 bc    alpha_g    beta_g    a_tg    a_cg    C_g    alpha_s    beta_s    a_ts    C_s
#
--	0.0	-2.94	5.22	0.373	0.349	9.92e-17	-2.34	-0.243	0.184	3.18e-14
--	0.5	-2.82	9.01	0.392	0.269	6.20e-17	-2.36	-0.113	0.182	3.03e-14
--	1.0	4.16	0.0	0.342	0.0493	3.05e-15	-2.44	0.254	0.188	2.24e-14

